timestamp,close,RSI_14,RSI_14_lag_1,RSI_14_lag_2,RSI_14_lag_3,RSI_14_momentum_3,RSI_14_rolling_mean_10,RSI_14_rolling_std_10,RSI_14_rolling_mean_50,RSI_14_dist_30,RSI_14_dist_50,RSI_14_dist_70,target
2020-01-03 12:00:00,132.23,75.31380753138065,74.53416149068329,74.89795918367349,73.7688442211055,1.5449633102751505,62.269092818418436,15.390543257035423,48.420123154694444,45.31380753138065,25.313807531380647,5.313807531380647,1
2020-01-03 13:00:00,133.54,79.75632614807866,75.31380753138065,74.53416149068329,74.89795918367349,4.858366964405164,67.20958166325825,11.425126873633143,48.60767729458253,49.75632614807866,29.756326148078657,9.756326148078657,0
2020-01-03 14:00:00,131.68,68.57373086220795,79.75632614807866,75.31380753138065,74.53416149068329,-5.960430628475336,69.1074171772247,9.605464720332007,48.48873045588799,38.57373086220795,18.573730862207952,-1.4262691377920476,1
2020-01-03 15:00:00,132.53,76.53311529026979,68.57373086220795,79.75632614807866,75.31380753138065,1.219307758889144,71.98373340108738,6.213839745107823,48.5329062752069,46.53311529026979,26.53311529026979,6.533115290269791,1
2020-01-03 16:00:00,133.51,76.72343876723434,76.53311529026979,68.57373086220795,79.75632614807866,-3.032887380844315,73.46125231586257,5.243297204715291,48.46969613372374,46.72343876723434,26.72343876723434,6.723438767234342,1
2020-01-03 17:00:00,133.97,77.74294670846393,76.72343876723434,76.53311529026979,68.57373086220795,9.16921584625598,75.14273261545148,2.989050868002373,48.615464158802105,47.74294670846393,27.742946708463933,7.742946708463933,0
2020-01-03 18:00:00,133.5,69.40850277264322,77.74294670846393,76.72343876723434,76.53311529026979,-7.1246125176265735,74.72528329757408,3.4819502824105193,48.513438135823606,39.40850277264322,19.408502772643217,-0.5914972273567827,0
2020-01-03 19:00:00,133.49,69.9255121042831,69.40850277264322,77.74294670846393,76.72343876723434,-6.797926662951241,74.34095008589185,3.7970998808672434,48.36880116978744,39.9255121042831,19.9255121042831,-0.07448789571689929,0
2020-01-03 20:00:00,133.45,69.9255121042831,69.9255121042831,69.40850277264322,77.74294670846393,-7.817434604180832,73.8437053779528,4.03422879847804,48.33334914772215,39.9255121042831,19.9255121042831,-0.07448789571689929,0
2020-01-03 21:00:00,132.5,65.9929701230228,69.9255121042831,69.9255121042831,69.40850277264322,-3.415532649620417,72.98958624118674,4.718016737143792,48.292097439071505,35.9929701230228,15.9929701230228,-4.0070298769771995,1
2020-01-03 22:00:00,133.04,55.156431054461116,65.9929701230228,69.9255121042831,69.9255121042831,-14.769081049821985,70.97384859349481,7.244343188175194,48.00855939349405,25.156431054461116,5.156431054461116,-14.843568945538884,1
2020-01-03 23:00:00,134.35,60.26694045174537,55.156431054461116,65.9929701230228,69.9255121042831,-9.65857165253773,69.02491002386147,7.240679284658852,47.88623862806088,30.26694045174537,10.26694045174537,-9.73305954825463,0
2020-01-04 00:00:00,133.7,58.23412698412695,60.26694045174537,55.156431054461116,65.9929701230228,-7.758843138895848,67.99094963605337,8.009672095304802,48.06569949286657,28.234126984126952,8.234126984126952,-11.765873015873048,0
2020-01-04 01:00:00,133.01,52.65700483091779,58.23412698412695,60.26694045174537,55.156431054461116,-2.499426223543324,65.60333859011817,8.708540047466128,48.02508958948492,22.657004830917792,2.657004830917792,-17.342995169082208,1
2020-01-04 02:00:00,133.47,55.86011342155014,52.65700483091779,58.23412698412695,60.26694045174537,-4.406827030195231,63.51700605554976,8.234709750759107,48.14731698354407,25.86011342155014,5.860113421550139,-14.139886578449861,0
2020-01-04 03:00:00,133.34,48.93617021276602,55.86011342155014,52.65700483091779,58.23412698412695,-9.29795677136093,60.63632840597995,7.7282623555067556,48.21751325601644,18.936170212766022,-1.0638297872339777,-21.063829787233978,1
2020-01-04 04:00:00,133.67,62.64294790343067,48.93617021276602,55.86011342155014,52.65700483091779,9.985943072512875,59.95977291905871,7.149456519666827,48.78484808762915,32.64294790343067,12.642947903430667,-7.357052096569333,0
2020-01-04 05:00:00,133.66,58.03698435277383,62.64294790343067,48.93617021276602,55.86011342155014,2.1768709312236894,58.77092014390778,6.238589636665013,49.33888045761147,28.03698435277383,8.036984352773828,-11.963015647226172,1
2020-01-04 06:00:00,133.95,53.470031545741314,58.03698435277383,62.64294790343067,48.93617021276602,4.533861332975292,57.12537208805361,5.0208036096357676,49.76637915687696,23.470031545741314,3.470031545741314,-16.529968454258686,0
2020-01-04 07:00:00,133.91,49.49324324324322,53.470031545741314,58.03698435277383,62.64294790343067,-13.149704660187446,55.47539940007564,4.46302360217387,50.122462257915224,19.49324324324322,-0.5067567567567792,-20.50675675675678,0
2020-01-04 08:00:00,133.6,50.86805555555552,49.49324324324322,53.470031545741314,58.03698435277383,-7.168928797218307,55.046561850185086,4.696973932653298,50.69936659904265,20.86805555555552,0.8680555555555216,-19.13194444444448,1
2020-01-04 09:00:00,134.13,55.0955414012738,50.86805555555552,49.49324324324322,53.470031545741314,1.625509855532485,54.529421945137926,4.328584404925727,51.33414939938646,25.0955414012738,5.095541401273799,-14.904458598726201,0
